# R (km)    mas (Msun)    Lambda 
 1.044568e+01 2.239269e+00 3.007336e+00 
 1.042428e+01 2.238294e+00 2.946992e+00 
 1.040351e+01 2.236868e+00 2.892099e+00 
 1.038273e+01 2.235408e+00 2.839807e+00 
 1.036134e+01 2.233946e+00 2.789150e+00 
 1.034083e+01 2.232289e+00 2.741590e+00 
 1.032032e+01 2.230572e+00 2.695942e+00 
 1.030070e+01 2.228906e+00 2.651765e+00 
 1.028107e+01 2.227068e+00 2.610015e+00 
 1.026057e+01 2.225825e+00 2.561690e+00 
 1.024121e+01 2.223876e+00 2.523461e+00 
 1.022186e+01 2.221990e+00 2.486353e+00 
 1.020250e+01 2.219948e+00 2.451230e+00 
 1.018404e+01 2.217863e+00 2.417661e+00 
 1.016557e+01 2.215852e+00 2.384677e+00 
 1.014737e+01 2.213915e+00 2.351588e+00 
 1.012917e+01 2.211720e+00 2.321886e+00 
 1.011070e+01 2.209604e+00 2.292603e+00 
 1.009339e+01 2.207348e+00 2.265192e+00 
 1.007545e+01 2.205063e+00 2.238755e+00 
 1.005814e+01 2.202753e+00 2.213413e+00 
 1.004109e+01 2.200529e+00 2.188259e+00 
 1.002467e+01 2.198174e+00 2.164795e+00 
 1.000762e+01 2.195796e+00 2.142126e+00 
 9.990576e+00 2.193400e+00 2.120392e+00 
 9.974416e+00 2.191090e+00 2.098726e+00 
 9.958257e+00 2.188660e+00 2.078584e+00 
 9.942365e+00 2.186215e+00 2.059051e+00 
 9.926206e+00 2.183941e+00 2.038420e+00 
 9.910314e+00 2.181518e+00 2.019806e+00 
 9.895309e+00 2.179037e+00 2.002419e+00 
 9.879418e+00 2.176545e+00 1.985544e+00 
 9.864413e+00 2.174050e+00 1.969315e+00 
 9.849407e+00 2.171637e+00 1.952996e+00 
 9.834670e+00 2.169124e+00 1.937921e+00 
 9.820551e+00 2.166610e+00 1.923344e+00 
 9.805814e+00 2.164031e+00 1.909396e+00 
 9.791077e+00 2.161504e+00 1.895858e+00 
 9.777226e+00 2.159065e+00 1.882049e+00 
 9.763375e+00 2.156533e+00 1.869429e+00 
 9.749524e+00 2.154002e+00 1.857202e+00 
 9.735673e+00 2.151416e+00 1.845630e+00 
 9.722090e+00 2.148962e+00 1.833578e+00 
 9.709126e+00 2.146432e+00 1.822558e+00 
 9.695543e+00 2.143899e+00 1.811953e+00 
 9.681959e+00 2.141320e+00 1.801869e+00 
 9.668995e+00 2.138792e+00 1.791984e+00 
 9.656566e+00 2.136270e+00 1.782401e+00 
 9.643870e+00 2.133830e+00 1.772570e+00 
 9.631173e+00 2.131265e+00 1.763815e+00 
 9.619363e+00 2.128764e+00 1.755267e+00 
 9.606934e+00 2.126259e+00 1.746921e+00 
 9.594505e+00 2.123723e+00 1.739119e+00 
 9.582695e+00 2.121304e+00 1.730767e+00 
 9.571152e+00 2.118832e+00 1.723298e+00 
 9.559610e+00 2.116316e+00 1.716317e+00 
 9.548068e+00 2.113859e+00 1.709355e+00 
 9.535907e+00 2.111410e+00 1.702638e+00 
 9.525251e+00 2.108900e+00 1.696351e+00 
 9.513708e+00 2.106535e+00 1.689510e+00 
 9.502434e+00 2.104043e+00 1.683644e+00 
 9.491778e+00 2.101603e+00 1.677820e+00 
 9.480503e+00 2.099173e+00 1.672174e+00 
 9.470115e+00 2.096705e+00 1.666947e+00 
 9.459459e+00 2.094290e+00 1.661703e+00 
 9.448184e+00 2.091897e+00 1.656322e+00 
 9.437796e+00 2.089499e+00 1.651443e+00 
 9.427408e+00 2.087091e+00 1.646733e+00 
 9.417288e+00 2.084664e+00 1.642447e+00 
 9.407786e+00 2.082287e+00 1.638135e+00 
 9.397398e+00 2.079861e+00 1.634169e+00 
 9.387277e+00 2.077505e+00 1.630161e+00 
 9.377776e+00 2.075152e+00 1.625929e+00 
 9.367655e+00 2.072815e+00 1.622240e+00 
 9.358154e+00 2.070426e+00 1.618897e+00 
 9.348033e+00 2.068106e+00 1.615522e+00 
 9.338799e+00 2.065737e+00 1.612461e+00 
 9.329565e+00 2.063439e+00 1.609333e+00 
